type,properties/cp,properties/la_name,properties/road,properties/rcat,properties/easting,properties/northing,geometry/type,geometry/coordinates/0,geometry/coordinates/1
Feature,56842,Bromley,A232,PU,540215,165203,Point,0.012896735993202,51.36852852770729
Feature,56849,Hammersmith and Fulham,A304,PU,525000,176960,Point,-0.201412433587424,51.477743029998955
Feature,56869,Hounslow,A315,PU,513000,175370,Point,-0.374641315616374,51.46597438936164
Feature,56890,Westminster,A302,PU,530000,179550,Point,-0.128500056139097,51.49989298476319
Feature,56897,Newham,A1011,PU,539181,182643,Point,0.004906558714728,51.525502722659304
Feature,56898,Richmond upon Thames,A305,PU,517300,174000,Point,-0.313220194061416,51.45278691039787
Feature,56899,Southwark,A300,PU,531980,179400,Point,-0.100047023043174,51.49808649054539
Feature,56900,Hounslow,A315,PU,510000,174180,Point,-0.418181755587816,51.455868899371424
Feature,56904,Richmond upon Thames,A308,PU,515000,169000,Point,-0.347928946024952,51.4083182899284
Feature,56909,Tower Hamlets,A1203,PU,534000,180600,Point,-0.070508092784699,51.50839547646889
Feature,56914,Richmond upon Thames,A308,PU,516000,168820,Point,-0.333616210043789,51.40649695260203
Feature,56916,Richmond upon Thames,A313,PU,516000,171110,Point,-0.332867470146275,51.427079403446065
Feature,56918,Enfield,A1004,PU,530000,193370,Point,-0.123393214759911,51.62408972907141
Feature,56924,Southwark,A2214,PU,534000,175350,Point,-0.072498933790204,51.46121595764997
Feature,56929,Richmond upon Thames,A307,PU,517780,174700,Point,-0.306082338716129,51.45897879605387
Feature,56939,Southwark,A3200,PU,532500,180140,Point,-0.092282395437322,51.50461506495431
Feature,56944,Hillingdon,A4020,PU,506040,183500,Point,-0.472357178423365,51.540396260330574
Feature,56955,Kensington and Chelsea,A3220,PU,524730,179000,Point,-0.204578238943292,51.49613657543014
Feature,56958,Ealing,A3002,PU,516000,179400,Point,-0.330149531787782,51.50158899937254
Feature,56965,Lambeth,A3036,PU,530700,179330,Point,-0.118502430463506,51.497754588533766
Feature,56967,Lambeth,A3036,PU,530000,177110,Point,-0.129397903896762,51.47796502725925
Feature,56977,Wandsworth,A3036,PU,527600,175500,Point,-0.164519734731032,51.4640418691769
Feature,56982,Brent,A4088,PU,520000,186600,Point,-0.270095870386298,51.56546463056782
Feature,56984,Lambeth,A3203,PU,531000,179120,Point,-0.11426095172492,51.4957979758348
Feature,56990,Camden,A4200,PU,529470,183000,Point,-0.134865148175965,51.531019204709544
Feature,57033,Bexley,A2041,PU,547362,179895,Point,0.121604574122827,51.49873676621979
Feature,57056,Barnet,A406,PU,523781,188114,Point,-0.215040079607286,51.57825463429684
Feature,57078,Barnet,A598,PU,525200,187000,Point,-0.194969060137949,51.56792989302921
Feature,57079,Ealing,A4127,PU,514987,183850,Point,-0.343286644276739,51.54179178311082
Feature,57080,Camden,A400,PU,528960,184400,Point,-0.141701089940471,51.543717433007714
Feature,57083,Brent,A4006,PU,518000,188920,Point,-0.298158555793932,51.58673747567734
Feature,57085,Harrow,A404,PU,513500,189000,Point,-0.363058175497914,51.588380101340434
Feature,57086,Wandsworth,A3220,PU,527870,175300,Point,-0.160707333396027,51.46218356584026
Feature,57098,Harrow,A410,PU,518000,192720,Point,-0.296880965815481,51.62089003824459
Feature,57115,Enfield,A406,PU,530000,192200,Point,-0.12382697984559,51.61357536001264
Feature,57117,Barnet,A407,PU,524000,185870,Point,-0.212672393024356,51.55803934291236
Feature,57173,Islington,A503,PU,529993,185248,Point,-0.126499838501073,51.551101404183676
Feature,57211,Waltham Forest,A503,PU,535060,189300,Point,-0.051906014255225,51.58632484627288
Feature,57227,Redbridge,M11,TM,541200,190320,Point,0.037072087747572,51.59398648298725
Feature,57234,Bexley,A2016,PU,549030,180000,Point,0.145661401421565,51.49924324771211
Feature,57235,Islington,A501,PU,532000,182940,Point,-0.098434487301774,51.529894653225675
Feature,57269,Haringey,A504,PU,528000,189630,Point,-0.153633867375795,51.59093718093952
Feature,57302,Islington,A1201,PU,531802,184756,Point,-0.100607837743293,51.546260622418565
Feature,57313,Lewisham,A202,PU,535430,177004,Point,-0.051293729709025,51.47573953618674
Feature,57324,Bromley,A233,PU,542040,164320,Point,0.038744135728124,51.360140554296585
Feature,57349,Kensington and Chelsea,A3220,PU,524564,179298,Point,-0.206863215567419,51.49885134692048
Feature,57351,Kensington and Chelsea,A3220,PU,526418,177332,Point,-0.180871246870272,51.48077138805285
Feature,57355,Enfield,A1003,PU,528726,192452,Point,-0.142124361419617,51.61613254607531
Feature,57359,Hounslow,A315,PU,515320,176420,Point,-0.340914762466891,51.47494411385346
Feature,57361,Hillingdon,A4180,PU,509141,187499,Point,-0.426419704513685,51.575749372307705
Feature,57373,Wandsworth,A3,PU,528000,175199,Point,-0.158873545151256,51.46124651139605
Feature,57507,Haringey,A1080,PU,531830,190000,Point,-0.098238304882773,51.593379762163195
Feature,57532,Southwark,A302,PU,531775,179113,Point,-0.103105699908927,51.49555509029309
Feature,57536,Westminster,A302,PU,528947,179161,Point,-0.143804077919671,51.49663808088309
Feature,57537,Westminster,A501,PU,527862,181939,Point,-0.158419242400429,51.5218501915581
Feature,57538,Camden,A40,PU,530289,181427,Point,-0.123645843839391,51.516694742811964
Feature,57539,Barnet,A1000,PU,526400,192100,Point,-0.175828911795301,51.613495849182264
Feature,57564,Hounslow,A3005,PU,513630,177000,Point,-0.36505193958657,51.480498838467035
Feature,57599,Brent,A4089,PU,518040,185000,Point,-0.298897198964431,51.55149781765248
Feature,57611,Southwark,A2216,PU,533000,176090,Point,-0.086606919503359,51.46810178278394
Feature,57652,Richmond upon Thames,A3004,PU,516800,174300,Point,-0.320313909481329,51.45558654636522
Feature,57656,Brent,A4088,PU,520600,186450,Point,-0.261494999611792,51.5639886287164
Feature,57657,Lambeth,A3204,PU,531500,178500,Point,-0.107293144717629,51.490110197509274
Feature,57664,Kensington and Chelsea,A3212,PU,527200,177600,Point,-0.169519426048133,51.483004747868776
Feature,57668,Kensington and Chelsea,A3220,PU,525700,178000,Point,-0.190967959231615,51.48693472150536
Feature,57681,Hounslow,A3063,PU,513020,177200,Point,-0.373768629122696,51.482418558798564
Feature,57690,Camden,A401,PU,530500,181700,Point,-0.120505596820468,51.519099467383846
Feature,57705,Lambeth,A3216,PU,528630,175500,Point,-0.149700468403962,51.463808896235484
Feature,57711,Ealing,A4000,PU,520800,181692,Point,-0.26024287762181,51.52118366174565
Feature,57713,Brent,A4127,PU,516030,186300,Point,-0.327445783875683,51.56359845889576
Feature,57719,Islington,A5203,PU,530600,185000,Point,-0.117842048700142,51.54873263013263
Feature,57734,Croydon,A22,PU,531480,161370,Point,-0.113928439652099,51.33616940248651
Feature,57736,Ealing,A4090,PU,515000,185100,Point,-0.34269103034343,51.553023902097756
Feature,57749,Croydon,A232,PU,531200,164700,Point,-0.116718788405882,51.366160814065424
Feature,57754,Hackney,A106,PU,536538,184718,Point,-0.032364213782618,51.54479399780626
Feature,57755,Hackney,A1202,PU,533265,182510,Point,-0.080371166539491,51.5257335185608
Feature,57771,Hillingdon,A4180,PR,508054,189643,Point,-0.441440368627911,51.5952292709681
Feature,57828,Camden,A401,PU,530000,181140,Point,-0.127914372121193,51.514182054170035
Feature,57891,Barnet,A504,PU,524860,190300,Point,-0.198699521474783,51.59766257685121
Feature,57902,Islington,A501,PU,531750,183000,Point,-0.102014049109483,51.530492197245884
Feature,57903,Lewisham,A202,PU,535500,176870,Point,-0.05033775130417,51.47451859930014
Feature,57904,Lambeth,A3204,PU,530700,178000,Point,-0.118994548364016,51.48580212994104
Feature,57910,Westminster,A202,PU,529040,178950,Point,-0.142542179016049,51.49472063494642
Feature,57911,Newham,A11,PU,539050,184500,Point,0.003752223787327,51.54222214903607
Feature,57979,Barking and Dagenham,A1112,PU,548500,190000,Point,0.14224846144271,51.58923566375466
Feature,58060,Islington,A1,PU,531600,183030,Point,-0.10416407289249,51.5307967515961
Feature,58116,Croydon,A232,PU,531600,164950,Point,-0.110883668258864,51.368315081140544
Feature,58118,Richmond upon Thames,A305,PU,517900,174770,Point,-0.304332552064108,51.45958297996956
Feature,58130,Lambeth,A215,PU,532000,173900,Point,-0.101812211076779,51.44865471969212
Feature,58136,Westminster,A4,PU,529750,180380,Point,-0.131794656464162,51.50740947646213
Feature,58155,City of London,A1211,PU,533670,180860,Point,-0.075161915625377,51.51081008071138
Feature,58156,Harrow,A5,PU,519680,191000,Point,-0.273211669271051,51.605077289070174
Feature,58157,Camden,A503,PU,529040,183800,Point,-0.140767887819401,51.53830705268604
Feature,58160,Hackney,A10,PU,533610,186380,Point,-0.073932761518028,51.56042982411477
Feature,58162,Harrow,A409,PU,515780,188300,Point,-0.330392315465636,51.58162523144578
Feature,58163,Islington,A501,PU,531700,183060,Point,-0.10271203609985,51.53104305310027
Feature,58164,Kensington and Chelsea,A4,PU,527131,179098,Point,-0.169973520309311,51.49648288949355
Feature,58165,Southwark,A202,PU,532100,177000,Point,-0.099216589918293,51.47649036771241
Feature,58166,Lambeth,A214,PU,529918,171753,Point,-0.132544037586693,51.42984083914877
Feature,58167,Lambeth,A203,PU,531000,175720,Point,-0.115521068712799,51.465242827216755
Feature,58168,Southwark,A3202,PU,531872,179485,Point,-0.101570254059123,51.49887554689806
Feature,58170,Sutton,A24,PU,524000,165908,Point,-0.219670361161013,51.378634129919355
Feature,58172,Westminster,A202,PU,529621,178557,Point,-0.134321654156427,51.49105598015258
Feature,58173,Westminster,A404,PU,526760,181690,Point,-0.174384155821149,51.519860622232734
Feature,58174,Bexley,A223,PU,549720,174120,Point,0.153104984150068,51.44622730071915
Feature,58175,Greenwich,A200,PU,537243,177667,Point,-0.02494672474007,51.48126089143007
Feature,58176,Lewisham,A202,PU,535437,176818,Point,-0.051264245061125,51.47406637593257
Feature,58181,Harrow,A404,PU,511000,190160,Point,-0.398763278827214,51.59930378105464
Feature,58182,Hounslow,A314,PU,512412,173125,Point,-0.383815543372106,51.445913027500005
Feature,58184,Croydon,A22,PU,532810,160000,Point,-0.095357077761726,51.323548408896784
Feature,58192,Ealing,A4005,PU,518330,183000,Point,-0.295388377524204,51.53346192225771
Feature,58193,Merton,A236,PU,528290,168125,Point,-0.157261350998786,51.39760618166707
Feature,58195,Kensington and Chelsea,A308,PU,526156,177324,Point,-0.184645108142586,51.4807579409428
Feature,58196,Camden,A5205,PU,528470,183640,Point,-0.149040502972882,51.53699906447455
Feature,58197,Hounslow,A4,PU,510529,176809,Point,-0.409749608275687,51.47939602595463
Feature,58198,Richmond upon Thames,A308,PU,513005,169540,Point,-0.376428759630714,51.41357262315898
Feature,58200,Wandsworth,A217,PU,526020,175500,Point,-0.187252586020353,51.46439560672448
Feature,58231,Newham,A406,PU,543792,183560,Point,0.071702977518816,51.532588274541304
Feature,58232,Redbridge,A406,PU,541000,190361,Point,0.034203140751012,51.59440495798515
Feature,58233,Wandsworth,A3,PU,525412,174808,Point,-0.196245795702108,51.45831137870548
Feature,58265,Greenwich,A2213,PU,540897,174895,Point,0.02653601469764,51.455453782306904
Feature,58266,Greenwich,A2,PU,541451,175390,Point,0.034702233275523,51.45976382796113
Feature,58282,Redbridge,A123,PU,543623,186270,Point,0.070373440322296,51.556982528329065
Feature,58293,Greenwich,A206,PU,541000,178466,Point,0.029441330234748,51.48751734929091
Feature,58306,City of London,A3211,PU,532000,180860,Point,-0.099213064464142,51.511202393520726
Feature,58310,City of London,A1211,PU,533400,181290,Point,-0.078887796683703,51.51473806818424
Feature,58317,Camden,A5200,PU,529630,185000,Point,-0.131823767010716,51.548956133231705
Feature,58323,Southwark,A2208,PU,535228,178690,Point,-0.053555457169724,51.490939031718604
Feature,58327,Kingston upon Thames,A307,PU,518200,169700,Point,-0.301707425913293,51.41395237383357
Feature,58328,Kingston upon Thames,A307,PU,518000,168930,Point,-0.304838053797964,51.40707335615702
Feature,58351,Merton,A24,PU,526000,169780,Point,-0.189574448023449,51.41299300800898
Feature,58369,Greenwich,A2016,PU,546340,179820,Point,0.106860491787652,51.498328162805606
Feature,58392,Enfield,A1055,PU,536680,198000,Point,-0.025144688760198,51.66411378253649
Feature,58444,Newham,A1020,PU,542900,180880,Point,0.057765525911569,51.508732612604895
Feature,58445,Tower Hamlets,A1020,PU,539100,180920,Point,0.003060155882006,51.51003957932238
Feature,58446,Tower Hamlets,A13,PU,538450,181080,Point,-0.00623762668795,51.51163689142715
Feature,59008,Hounslow,A4,PU,511580,176364,Point,-0.394761612635273,51.47519013644485
Feature,59029,Southwark,A2215,PU,534433,175912,Point,-0.066056234256685,51.46616381963391
Feature,59030,Merton,A236,PU,528044,168612,Point,-0.16061999451355,51.40203846542096
Feature,59036,Tower Hamlets,A1203,PU,535968,181035,Point,-0.041999840803504,51.5118347981925
Feature,60086,Bexley,A223,PU,550350,174467,Point,0.162311265242048,51.44917842369622
Feature,60087,Bexley,A220,PU,549965,174230,Point,0.156674501697458,51.447150912720325
Feature,70002,Tower Hamlets,A1206,PU,537060,180760,Point,-0.026380057101478,51.509099922529145
Feature,70003,Tower Hamlets,A1203,PU,537100,180730,Point,-0.02581568238728,51.50882063725328
Feature,70020,Wandsworth,A3207,PU,527180,175830,Point,-0.170443963951109,51.46710207834099
Feature,70049,Waltham Forest,A12,PU,538480,186260,Point,-0.003769716005226,51.55817774484092
Feature,70171,Hillingdon,A312,PU,510000,178930,Point,-0.416703939982196,51.49856309455626
Feature,70174,Hounslow,A315,PU,513570,175500,Point,-0.36639734520301,51.46702883218184
Feature,70180,Hammersmith and Fulham,A315,PU,523040,178760,Point,-0.22899499473261,51.49434966526846
Feature,70182,Haringey,A504,PU,528600,189740,Point,-0.144937006035885,51.59178920389811
Feature,70183,Haringey,A504,PU,528500,189540,Point,-0.146452970298338,51.590014643072905
Feature,70184,Haringey,A504,PU,529050,189520,Point,-0.138525307357602,51.58970930126409
Feature,70185,Haringey,A103,PU,530880,189200,Point,-0.112243108239505,51.5864117955341
Feature,70187,Islington,A400,PU,529500,186570,Point,-0.133119896831518,51.56309521666233
Feature,70188,Islington,A1,PU,529600,186720,Point,-0.131622762572503,51.56442027852317
Feature,70189,Islington,A400,PU,529350,186670,Point,-0.135245935411055,51.5640282916094
Feature,70190,Westminster,A4201,PU,529080,181350,Point,-0.141088576725488,51.51628008650451
Feature,70192,Westminster,A400,PU,530250,180330,Point,-0.124612572507928,51.506845199602246
Feature,70193,Tower Hamlets,A11,PU,533820,181310,Point,-0.072830970144333,51.514818544492506
Feature,70194,Southwark,A200,PU,532950,180040,Point,-0.085840119368723,51.50361080165538
Feature,70195,Lambeth,A215,PU,531880,171970,Point,-0.104256528775995,51.43133810690858
Feature,70196,Lambeth,A215,PU,532030,171920,Point,-0.102118609797939,51.43085386098709
Feature,70197,Lambeth,A215,PU,531820,172550,Point,-0.104903419242462,51.436564418646775
Feature,70199,Bromley,A223,PU,546550,166920,Point,0.104547258682808,51.38235884821491
Feature,70200,Bromley,A223,PU,546500,166720,Point,0.103746841939557,51.380574592846536
Feature,70203,Newham,A117,PU,543330,179840,Point,0.063535153274106,51.499278548629164
Feature,70206,Redbridge,M11,TM,541280,190100,Point,0.038137739045452,51.591989562158545
Feature,70207,Bexley,A207,PU,549500,175170,Point,0.150384898764208,51.45572003515178
Feature,71000,Barking and Dagenham,A13,PU,549010,182900,Point,0.146598350835939,51.52530593890888
Feature,73004,Barnet,A1000,PU,524640,197475,Point,-0.199322201473132,51.662193065544066
Feature,73005,Barnet,A1081,PU,524300,197000,Point,-0.20440422260457,51.6579994928494
Feature,73054,Bexley,A210,PU,546600,174430,Point,0.10836868022548,51.44982851315629
Feature,73141,Ealing,A406,PU,518910,183270,Point,-0.286939132376286,51.535766805707624
Feature,73161,Lewisham,A21,PU,539050,171020,Point,-0.00155127097542,51.42108832361862
Feature,73162,Lewisham,A2015,PU,538040,171200,Point,-0.015997913411263,51.42295255192417
Feature,73225,Westminster,A4200,PU,530697,181140,Point,-0.117875370366484,51.514021365082804
Feature,73322,Croydon,A23,PU,529800,158950,Point,-0.138912904899641,51.3148061883592
Feature,73487,Waltham Forest,A112,PU,537690,195500,Point,-0.01153407026158,51.641402423712
Feature,73562,Waltham Forest,A104,PU,536600,187340,Point,-0.030452878803551,51.568340947088
Feature,73564,Hackney,A105,PU,532360,186640,Point,-0.091856818361239,51.563060829038434
Feature,73657,Kingston upon Thames,A238,PU,521790,169910,Point,-0.250037154172644,51.41508060801568
Feature,73682,Lambeth,A203,PU,530400,177940,Point,-0.123334961702048,51.48533211976769
Feature,73822,Newham,A13,PU,539227,181449,Point,0.005097817142222,51.51476198137742
Feature,73900,Waltham Forest,A110,PU,538930,193960,Point,0.005763762048006,51.627259376865894
Feature,74498,Barnet,A1003,PU,526330,191980,Point,-0.176882581609212,51.61243311900087
Feature,74510,Barking and Dagenham,A1306,PU,548800,183550,Point,0.143847847015329,51.53120171976876
Feature,74511,Barking and Dagenham,A1306,PU,550000,183146,Point,0.16096318808387,51.52725440200577
Feature,74513,Havering,A1306,PU,551000,182850,Point,0.175241077966494,51.524328482140355
Feature,74514,Havering,A1306,PU,553000,182550,Point,0.203917911988263,51.52109509711821
Feature,74526,Croydon,A215,PU,534089,168440,Point,-0.073832397394706,51.39909704371045
Feature,74528,Tower Hamlets,A12,PU,537000,184000,Point,-0.025985133749183,51.53822999301171
Feature,74530,Hackney,A12,PU,536692,185063,Point,-0.030010825390333,51.547857005072956
Feature,74531,Greenwich,A102,PU,539900,178560,Point,0.013645605994219,51.48863504628347
Feature,74532,Greenwich,A102,PU,540525,177505,Point,0.022222268149828,51.47899988685339
Feature,74534,Westminster,A40,PU,525432,181677,Point,-0.193519306834546,51.520040020779184
Feature,74535,Kensington and Chelsea,A40,PU,524200,181350,Point,-0.211382303534799,51.51737322256646
Feature,74540,Hammersmith and Fulham,A3220,PU,523808,180042,Point,-0.217488007586876,51.505703849034624
Feature,74545,Tower Hamlets,A1263,PU,538910,181040,Point,0.000371242623792,51.51116462403395
Feature,74620,Bexley,A221,PU,547340,174300,Point,0.118956396150056,51.44846846271879
Feature,74621,Bexley,A221,PU,547489,174447,Point,0.121160301284003,51.44975058047854
Feature,74622,Bexley,A221,PU,547570,174460,Point,0.122330560461175,51.44984630455325
Feature,74630,Croydon,A212,PU,532500,166900,Point,-0.097235553122729,51.38563038335275
Feature,74637,Enfield,A1055,PU,535100,192480,Point,-0.050105064697959,51.61489165473356
Feature,74651,Barnet,A5135,PR,521230,196540,Point,-0.248924085804596,51.65453538442105
Feature,74691,Brent,A4088,PU,520980,186110,Point,-0.256132325375728,51.560851594551885
Feature,74692,Brent,A4088,PU,521100,186130,Point,-0.254395164842722,51.5610056107112
Feature,74905,Tower Hamlets,A11,PU,533850,181240,Point,-0.072425441471272,51.51418238553285
Feature,74906,Hackney,A106,PU,536325,184749,Point,-0.035421990669799,51.54512402755799
Feature,74907,Hackney,A106,PU,537470,185700,Point,-0.018548795585884,51.553392350815095
Feature,74922,Hillingdon,A437,PU,507550,184880,Point,-0.450170656162669,51.55251464727749
Feature,74923,Hillingdon,A437,PU,507680,184950,Point,-0.448274937861638,51.55311905134362
Feature,74924,Hillingdon,A437,PU,507800,185070,Point,-0.446508038659835,51.55417474640366
Feature,74925,Hillingdon,A437,PU,507900,184720,Point,-0.445173490821205,51.55100975713934
Feature,74971,Westminster,A302,PU,528737,179285,Point,-0.146782419000471,51.49780028690796
Feature,74973,Westminster,A41,PU,528050,181300,Point,-0.155942943196796,51.51606496707212
Feature,74974,Westminster,A41,PU,527900,181810,Point,-0.157918606746722,51.520682275915476
Feature,75068,Hounslow,A3006,PU,513400,175570,Point,-0.36882124408641,51.467692058138645
Feature,75070,Hounslow,A3005,PU,513830,176800,Point,-0.362237455619158,51.478661058600395
Feature,75072,Hounslow,A4,PU,517000,177810,Point,-0.316275484882314,51.48709249793229
Feature,75073,Hounslow,A310,PU,516500,177140,Point,-0.323694450288086,51.48117379853649
Feature,75077,Ealing,A4000,PU,519900,180310,Point,-0.273678500839769,51.50895449631466
Feature,75095,Camden,A401,PU,530110,181400,Point,-0.126234119341164,51.516493322906314
Feature,75096,Camden,A401,PU,530080,181400,Point,-0.126666237648233,51.51650022635432
Feature,75098,Camden,A40,PU,530420,181550,Point,-0.121713442952888,51.51776991221961
Feature,75101,Camden,A40,PU,530590,181600,Point,-0.119246200670398,51.51818000624554
Feature,75255,Lambeth,A204,PU,531020,175120,Point,-0.11545549175395,51.459846097892004
Feature,75271,Haringey,A10,PU,533630,188500,Point,-0.072838767272083,51.579476369934525
Feature,75291,Newham,A124,PU,542500,183540,Point,0.053080477809599,51.53273589464286
Feature,75309,Barnet,A504,PU,521970,188000,Point,-0.241202109878476,51.57762455283871
Feature,75310,Barnet,A504,PU,522050,188160,Point,-0.239992617657065,51.579045215929845
Feature,75328,Sutton,A232,PU,525900,164020,Point,-0.193052273056543,51.361248108492454
Feature,75329,Sutton,A232,PU,525850,163870,Point,-0.19382309920464,51.35991107061061
Feature,75330,Sutton,A232,PU,527000,164230,Point,-0.177186138817747,51.36289076865697
Feature,75341,Southwark,A215,PU,532500,176900,Point,-0.093497636737452,51.47549822385094
Feature,75342,Southwark,A202,PU,532350,176960,Point,-0.095633791515967,51.476072511310285
Feature,75343,Southwark,A202,PU,532300,176870,Point,-0.096387017195029,51.475275392774876
Feature,75344,Southwark,A200,PU,533374,179950,Point,-0.079768735788347,51.50270218451264
Feature,75345,Kingston upon Thames,A238,PU,521660,170050,Point,-0.251857643286275,51.41636675919226
Feature,75346,Kingston upon Thames,A3,PU,521650,169910,Point,-0.252049380259755,51.41511064054744
Feature,75347,Kingston upon Thames,A3,PU,521820,169810,Point,-0.249640296545927,51.414175409834584
Feature,75349,Kingston upon Thames,A3,PU,521800,169960,Point,-0.249876259408224,51.41552784059703
Feature,75383,Barnet,A1000,PU,526620,190600,Point,-0.173194474420805,51.599966085483565
Feature,75385,Barnet,A406,PU,526600,190880,Point,-0.173382100770716,51.60248691542891
Feature,75398,City of London,A3,PU,532800,180778,Point,-0.087722350535439,51.51027817139095
Feature,75399,City of London,A3,PU,532910,180750,Point,-0.086148715858697,51.5100007020505
Feature,75400,City of London,A3211,PU,532600,180780,Point,-0.090601934929943,51.510343079285285
Feature,75401,City of London,A3211,PU,532800,180720,Point,-0.087744179235345,51.509756947339184
Feature,76008,Croydon,A214,PU,533300,170680,Point,-0.084326385241184,51.41941319794502
Feature,76009,Enfield,A105,PU,532920,197350,Point,-0.079724537042625,51.65917393853153
Feature,76010,Enfield,A105,PU,534600,199610,Point,-0.05458088302825,51.67908324740969
Feature,76038,Croydon,A232,PU,533160,165450,Point,-0.088299374556897,51.372445137321535
Feature,76039,Croydon,A2039,PU,533300,165250,Point,-0.086364157835846,51.37061494765816
Feature,76054,Camden,A501,PU,529360,182384,Point,-0.136676160426041,51.52550850078952
Feature,78117,Bromley,A233,PU,541850,159000,Point,0.033899541167084,51.31238127470902
Feature,78347,Hillingdon,A40,PU,506800,185280,Point,-0.46086265084187,51.55625232107063
Feature,78348,Hillingdon,A4180,PU,508750,188250,Point,-0.431827511776893,51.582574977299515
Feature,78357,Barnet,A5109,PU,521500,193250,Point,-0.246164276830992,51.62490920127171
Feature,78358,Barnet,A5109,PR,523500,194160,Point,-0.216965559118003,51.63265243584333
Feature,78359,Barnet,A411,PR,522000,195460,Point,-0.238175103459184,51.64466279902717
Feature,78362,Enfield,A111,PR,527140,199000,Point,-0.162641555851415,51.67533830568101
Feature,78363,Enfield,A1005,PU,531400,197500,Point,-0.101630506235487,51.66087905013187
Feature,78366,Waltham Forest,A1069,PU,539000,194530,Point,0.007000513137618,51.63236408144015
Feature,78379,Havering,A127,PR,557600,188670,Point,0.27290619476606,51.57481639100067
Feature,78380,Havering,A1306,PR,554320,181500,Point,0.222469533941243,51.51130215085588
Feature,78385,Bromley,A224,PR,548130,164000,Point,0.126019506582173,51.35571090925046
Feature,78392,Kingston upon Thames,A243,PR,517380,162000,Point,-0.316035509990636,51.344915432871524
Feature,79991,Barking and Dagenham,A124,PU,543800,184300,Point,0.072120269187699,51.53923566355316
Feature,79992,Hackney,A107,PU,534950,185100,Point,-0.055104443971781,51.548608483969005
Feature,79993,Haringey,A503,PU,534000,189070,Point,-0.067284761168528,51.584510845184255
Feature,79994,Haringey,A1055,PU,534000,189550,Point,-0.067101668683655,51.58882431488509
Feature,79995,Wandsworth,A218,PU,525230,174430,Point,-0.198997822132837,51.454954450553586
Feature,79997,Harrow,A4005,PU,515540,188350,Point,-0.333838148921924,51.58212382787358
Feature,79998,Brent,A404,PU,519110,185000,Point,-0.283471804549998,51.5512731301034
Feature,79999,Brent,A4089,PU,519400,186360,Point,-0.278829694218723,51.56343488636665
Feature,80312,Brent,A4089,PU,518980,185800,Point,-0.285075470746521,51.5584905641114
Feature,80388,Hackney,A1208,PU,533620,182930,Point,-0.075097673602515,51.52942403932864
Feature,80457,Merton,A238,PU,522170,169680,Point,-0.244654605623658,51.41293177864929
Feature,80458,Merton,A238,PU,523910,169460,Point,-0.219723863045131,51.410577261554636
Feature,80694,Westminster,A4,PU,529900,180470,Point,-0.129601362478343,51.50818385785436
Feature,80722,Camden,A5202,PU,530150,183130,Point,-0.125019338640042,51.532031270888446
Feature,80795,Havering,A1306,PU,550590,182650,Point,0.169250104523477,51.522640845519746
Feature,80796,Havering,A1306,PU,550630,182020,Point,0.16955713135724,51.516969531774585
Feature,81032,City of London,A1,PU,532140,181400,Point,-0.096994515670743,51.51602249341725
Feature,81073,Southwark,A3203,PU,531600,179400,Point,-0.105518247014043,51.49817501615675
Feature,81091,Ealing,A4000,PU,520626,181808,Point,-0.262709928449224,51.522263366515546
Feature,81092,Ealing,A4000,PU,520700,181900,Point,-0.26161233106958,51.523074417425185
Feature,81093,Ealing,A4000,PU,520752,181807,Point,-0.260895009978293,51.52222747644587
Feature,81094,Ealing,A4000,PU,520900,181787,Point,-0.258769659864472,51.522016091529075
Feature,81095,Ealing,A4000,PU,520800,181692,Point,-0.26024287762181,51.52118366174565
Feature,81117,Westminster,A301,PU,530630,180780,Point,-0.118973669967306,51.51080160804016
Feature,81119,Westminster,A301,PU,530640,180950,Point,-0.118766703960973,51.51232705052664
Feature,82116,Lambeth,A3036,PU,530000,177110,Point,-0.129397903896762,51.47796502725925
Feature,84090,Waltham Forest,A106,PU,537672,186002,Point,-0.015518899100733,51.556056953155334
Feature,84091,Waltham Forest,A106,PU,538199,186235,Point,-0.007830456348405,51.55802195604169
Feature,84092,Waltham Forest,A106,PU,538200,186150,Point,-0.007849423599115,51.557257890973155
Feature,84093,Waltham Forest,A106,PU,538400,186300,Point,-0.004907268428917,51.55855680867738
Feature,84094,Waltham Forest,A106,PU,538413,186386,Point,-0.004686027290196,51.55932642593405
Feature,84095,Waltham Forest,A106,PU,539000,187200,Point,0.004098025939088,51.56649682686089
Feature,84096,Waltham Forest,A11,PU,539700,187650,Point,0.014369776730539,51.57036766721632
Feature,84097,Hackney,A106,PU,537470,185700,Point,-0.018548795585884,51.553392350815095
Feature,86013,Southwark,A2215,PU,534406,175669,Point,-0.06653702092525,51.463986489201346
Feature,86014,Southwark,A2215,PU,534452,176545,Point,-0.065542240897523,51.47184780719022
Feature,86015,Southwark,A2215,PU,534280,176259,Point,-0.068125806626725,51.46931846054714
Feature,86050,Kensington and Chelsea,A3220,PU,525010,178830,Point,-0.200606937485477,51.49454695006744
Feature,87003,Barnet,A406,PU,522751,187380,Point,-0.230153366055572,51.57188306648529
Feature,88038,Brent,A406,PU,521615,186753,Point,-0.246754015423224,51.5664940015575
Feature,99003,Redbridge,A1112,PR,547900,191740,Point,0.134326716797762,51.60502771234319
Feature,99166,Enfield,A111,PU,527850,197000,Point,-0.153110067137303,51.65720385075972
