type,properties/cp,properties/la_name,properties/road,properties/rcat,properties/easting,properties/northing,geometry/type,geometry/coordinates/0,geometry/coordinates/1
Feature,6000,Barnet,M1,TM,522170,189100,Point,-0.237934843298487,51.58746727011841
Feature,6001,Barnet,M1,TM,520150,194300,Point,-0.265297366005472,51.634635518582314
Feature,6013,Hillingdon,M4,TM,508900,178400,Point,-0.432708003720721,51.49401210273761
Feature,6071,Tower Hamlets,A12,PU,538180,181800,Point,-0.009843969753374,51.5181730012631
Feature,6075,Islington,A1,PU,530600,185870,Point,-0.117519252235202,51.556551069265495
Feature,6076,Barnet,A1,PU,524500,189330,Point,-0.204238290517409,51.58902472645058
Feature,6077,Barnet,A1,PR,520760,195000,Point,-0.256246187800968,51.64079609635426
Feature,6094,Southwark,A2,PU,532700,179360,Point,-0.089695602453968,51.49755859222755
Feature,6095,Lewisham,A2,PU,537000,177000,Point,-0.028702482653391,51.475325857936234
Feature,6096,Greenwich,A2,PU,540600,177000,Point,0.023100739754968,51.4744432962288
Feature,6097,Bexley,A2,PR,550000,174100,Point,0.157122723999732,51.44597355391603
Feature,6107,Southwark,A3,PU,532300,179600,Point,-0.09536475838564,51.49980908057408
Feature,6108,Lambeth,A3,PU,531400,178000,Point,-0.108918648895422,51.48564004413941
Feature,6109,Wandsworth,A3,PU,528400,175200,Point,-0.15311847364103,51.46116497222038
Feature,6111,Wandsworth,A3,PU,525000,174600,Point,-0.202246378899866,51.456533077566256
Feature,6119,Westminster,A4,PU,531060,181090,Point,-0.112665635724064,51.51348800029866
Feature,6120,Westminster,A4,PU,528900,180220,Point,-0.144094116154915,51.50616594690602
Feature,6121,Kensington and Chelsea,A4,PU,526000,178870,Point,-0.186339110673542,51.49468683642252
Feature,6122,Hounslow,A4,PU,519200,178420,Point,-0.284398541429277,51.492115886480335
Feature,6123,Hounslow,A4,PU,511000,176600,Point,-0.403035479713761,51.47742534584321
Feature,6150,Barnet,A5,PU,519000,191950,Point,-0.282704018681451,51.61375934550968
Feature,6151,Brent,A5,PU,522850,186950,Point,-0.228875782680082,51.56799700683007
Feature,6152,Westminster,A5,PU,527500,181240,Point,-0.163886885306717,51.51565005031762
Feature,6188,Enfield,A10,PU,532600,192000,Point,-0.086373204470887,51.611172140535295
Feature,6190,Hackney,A10,PU,533470,182230,Point,-0.077523843442035,51.52316890922437
Feature,6199,Redbridge,A11,PU,540000,190970,Point,0.020018700917277,51.600126594572366
Feature,6200,Waltham Forest,A11,PU,539700,187650,Point,0.014369776730539,51.57036766721632
Feature,6201,Tower Hamlets,A11,PU,537000,182730,Point,-0.026478870727624,51.52681744368971
Feature,6216,Tower Hamlets,A13,PU,538200,181030,Point,-0.009857565466108,51.511248740498
Feature,6242,Lewisham,A20,PU,537600,176000,Point,-0.020457512782713,51.466194030378006
Feature,6243,Greenwich,A20,PU,542000,173300,Point,0.041761192240556,51.44084571365775
Feature,6252,Lewisham,A21,PU,538100,172000,Point,-0.014823894333134,51.430127036308676
Feature,6266,Lambeth,A23,PU,531200,176000,Point,-0.112539681662595,51.46771284220173
Feature,6267,Lambeth,A23,PU,530030,171600,Point,-0.130989963845579,51.428440163091565
Feature,6268,Croydon,A23,PU,531060,164800,Point,-0.118691884515203,51.367091813746626
Feature,6425,Camden,A40,PU,531000,181610,Point,-0.11333669236162,51.51817501312957
Feature,6426,Westminster,A40,PU,528500,181100,Point,-0.149533994754002,51.51416548000061
Feature,6428,Hammersmith and Fulham,A219,PU,523300,180500,Point,-0.224643861962957,51.50993101590299
Feature,6429,Ealing,A40,PU,514000,183445,Point,-0.357644023144189,51.538351740132136
Feature,6458,Barnet,A41,PU,524000,187540,Point,-0.212083662540401,51.57304791367893
Feature,6459,Westminster,A41,PU,528000,181700,Point,-0.156517981170647,51.519671075061105
Feature,6625,Southwark,A100,PU,533200,179200,Point,-0.082557145039441,51.496003229718795
Feature,6627,Haringey,A103,PU,530650,189000,Point,-0.115635451288751,51.58466779731404
Feature,6629,Hackney,A104,PU,534880,186000,Point,-0.055768511888652,51.55671295722703
Feature,6630,Islington,A104,PU,532500,184450,Point,-0.09066265893772,51.54334739561492
Feature,6631,Enfield,A105,PU,531200,193000,Point,-0.106206268529622,51.62048643415736
Feature,6632,Hackney,A105,PU,532000,187600,Point,-0.096687124229657,51.57177225611132
Feature,6633,Waltham Forest,A106,PU,539000,187200,Point,0.004098025939088,51.56649682686089
Feature,6634,Hackney,A107,PU,533000,187960,Point,-0.08212987530573,51.57477256264164
Feature,6636,Tower Hamlets,A107,PU,535030,182500,Point,-0.054947877263739,51.52522470917233
Feature,6638,Haringey,A109,PU,530250,191000,Point,-0.12066379650396,51.602733650287384
Feature,6639,Haringey,A109,PU,533700,190630,Point,-0.071018366233681,51.59860084423654
Feature,6640,Enfield,A110,PU,535000,196240,Point,-0.050099802330773,51.64870388404134
Feature,6643,Waltham Forest,A112,PU,537340,189100,Point,-0.019094838759092,51.58397696182485
Feature,6644,Newham,A112,PU,539200,184000,Point,0.005716272680054,51.53769216451177
Feature,6648,Redbridge,A114,PU,540440,187200,Point,0.024860630692401,51.56614030259876
Feature,6649,Newham,A117,PU,542040,185600,Point,0.047283795014383,51.5513625592129
Feature,6650,Newham,A118,PU,542000,185480,Point,0.046658849952674,51.55029432087811
Feature,6657,Redbridge,A123,PU,543200,188000,Point,0.064980200722987,51.57263526217249
Feature,6658,Barking and Dagenham,A124,PU,549000,186800,Point,0.14810434371878,51.56035110262719
Feature,6748,Southwark,A101,PU,535500,180000,Point,-0.049137277698271,51.50264619865663
Feature,6749,Greenwich,A200,PU,538000,177700,Point,-0.014039166020286,51.48137339047609
Feature,6750,Islington,A201,PU,530680,182960,Point,-0.117445719281099,51.53038119608579
Feature,6751,City of London,A201,PU,531650,181040,Point,-0.104186627791302,51.51290159681031
Feature,6752,Southwark,A202,PU,535000,176730,Point,-0.057586268518084,51.47337992717643
Feature,6754,Greenwich,A205,PU,543600,178700,Point,0.066958773497772,51.48896625836768
Feature,6755,Greenwich,A205,PU,541300,174400,Point,0.032134937178791,51.45090531729293
Feature,6756,Lewisham,A205,PU,535000,173070,Point,-0.058982286975306,51.44048916199818
Feature,6757,Wandsworth,A205,PU,524500,174850,Point,-0.209351297945659,51.45889000042629
Feature,6758,Richmond upon Thames,A205,PU,519000,177800,Point,-0.28748687846393,51.48658564117063
Feature,6760,Greenwich,A206,PU,545000,178740,Point,0.087126015486866,51.48896868591141
Feature,6761,Greenwich,A2211,PU,538290,177500,Point,-0.009943767302818,51.479505364415004
Feature,6762,Bexley,A207,PU,551200,174780,Point,0.174668019122912,51.45176464580071
Feature,6763,Bexley,A207,PU,546000,175940,Point,0.100362993441159,51.463551783205006
Feature,6764,Bromley,A208,PU,544610,170000,Point,0.077942970234081,51.410532609238444
Feature,6766,Bexley,A211,PU,545000,172220,Point,0.084454409069678,51.43038160703044
Feature,6767,Lewisham,A212,PU,535320,171530,Point,-0.054968864698759,51.42657355400852
Feature,6769,Croydon,A213,PU,533380,168000,Point,-0.084183611021484,51.39530988127556
Feature,6770,Lambeth,A214,PU,532000,171000,Point,-0.102892427613281,51.42259296302534
Feature,6773,Croydon,A215,PU,535000,166160,Point,-0.061610742499837,51.37839153604751
Feature,6774,Wandsworth,A217,PU,526600,172000,Point,-0.180158842610314,51.43281111418337
Feature,6777,Hammersmith and Fulham,A219,PU,524370,176150,Point,-0.210764543121138,51.47060206634594
Feature,6778,Bexley,A220,PU,550242,177014,Point,0.161839651979324,51.4720926455689
Feature,6779,Bexley,A221,PU,547370,174000,Point,0.119262961351814,51.44576498959044
Feature,6780,Bexley,A222,PU,546170,171600,Point,0.10101741427554,51.42451008538717
Feature,6782,Croydon,A222,PU,533000,166400,Point,-0.090241377936355,51.38102010750675
Feature,6783,Bexley,A223,PR,548600,172000,Point,0.136110875548167,51.427472840080334
Feature,6785,Bromley,A224,PU,546900,166000,Point,0.10919304293458,51.374001561583235
Feature,6797,Bromley,A232,PU,542500,165130,Point,0.045671073489105,51.3673041940978
Feature,6800,Sutton,A232,PU,524000,163540,Point,-0.220495711672088,51.35735170511327
Feature,6801,Croydon,A235,PU,531550,167000,Point,-0.11084307520213,51.386749900663425
Feature,6802,Croydon,A235,PU,532531,163997,Point,-0.09787206705149,51.35953422720775
Feature,6804,Croydon,A236,PU,531870,165700,Point,-0.106729145542329,51.37499269855577
Feature,6805,Sutton,A237,PU,528900,164000,Point,-0.149993149135095,51.36039606008711
Feature,6807,Kingston upon Thames,A240,PU,518283,167984,Point,-0.301086227707521,51.398511951367276
Feature,6870,Southwark,A300,PU,532300,180400,Point,-0.09506492135075,51.5069984173112
Feature,6871,Southwark,A201,PU,531700,179400,Point,-0.104078448525619,51.49815174467507
Feature,6879,Richmond upon Thames,A305,PU,518360,175000,Point,-0.29763743412378,51.46155424195165
Feature,6880,Richmond upon Thames,A305,PU,516600,173580,Point,-0.323428283984139,51.44915647291771
Feature,6882,Richmond upon Thames,A307,PU,517800,174820,Point,-0.305754651357922,51.460053171089534
Feature,6884,Hammersmith and Fulham,A308,PU,525000,176360,Point,-0.201624550210443,51.472350677449064
Feature,6886,Richmond upon Thames,A308,PU,514000,169480,Point,-0.362146491133556,51.41283432125352
Feature,6890,Hounslow,A310,PU,516200,176000,Point,-0.328387419329441,51.47098930304036
Feature,6891,Richmond upon Thames,A310,PU,516200,172000,Point,-0.32970025416741,51.43503772421404
Feature,6892,Richmond upon Thames,A311,PU,514380,171000,Point,-0.356194588407866,51.42641972401966
Feature,6893,Ealing,A312,PU,513786,185000,Point,-0.360225905696278,51.55237105876725
Feature,6896,Westminster,A315,PU,527000,179700,Point,-0.171643126319498,51.501922526809906
Feature,6897,Hammersmith and Fulham,A315,PU,522000,178630,Point,-0.244013690670715,51.49340650016711
Feature,6898,Hounslow,A205,PU,519100,178160,Point,-0.285925949422918,51.48980015740148
Feature,6899,Hounslow,A315,PU,515000,176230,Point,-0.345582166729761,51.47330148830408
Feature,6901,Hounslow,A316,PU,512000,171800,Point,-0.390160475102042,51.434085236240996
Feature,6902,Richmond upon Thames,A316,PU,520000,176050,Point,-0.27368521229006,51.47064620887577
Feature,7043,Camden,A400,PU,528950,183780,Point,-0.142072194325038,51.53814786661562
Feature,7044,Camden,A400,PU,529200,183000,Point,-0.138755475807523,51.531081004619324
Feature,7045,Hammersmith and Fulham,A402,PU,523600,179830,Point,-0.220557711188597,51.50384403504767
Feature,7049,Hillingdon,A404,PU,509000,190930,Point,-0.427388905890039,51.606614873432285
Feature,7050,Harrow,A404,PU,515300,187880,Point,-0.337454653379592,51.577948700749786
Feature,7051,Brent,A404,PU,516940,185240,Point,-0.314675559184326,51.55388373380437
Feature,7052,Brent,A404,PU,520000,184160,Point,-0.270927757990017,51.54353521498963
Feature,7055,Brent,A406,PU,519660,183950,Point,-0.275899745046825,51.54171997017746
Feature,7057,Enfield,A406,PU,529400,192130,Point,-0.132513614886377,51.61308441806623
Feature,7058,Waltham Forest,A406,PU,536850,191500,Point,-0.025227413863899,51.60566285889527
Feature,7060,Barnet,A407,PU,525000,186440,Point,-0.198052223313577,51.562941454779384
Feature,7061,Brent,A407,PU,522000,184800,Point,-0.241879138285544,51.54885866623551
Feature,7063,Harrow,A409,PU,515377,190000,Point,-0.335647679546819,51.59698692308513
Feature,7064,Harrow,A410,PU,516000,191950,Point,-0.326012633901452,51.614384991416586
Feature,7209,Islington,A501,PU,531000,183090,Point,-0.1127867679609,51.53147537449897
Feature,7210,Barnet,A502,PU,525000,187470,Point,-0.197686141417279,51.57219816119914
Feature,7212,Islington,A503,PU,531360,186700,Point,-0.106252872633246,51.5638336535831
Feature,7213,Islington,A503,PU,530700,185870,Point,-0.116077601395943,51.55652792658153
Feature,7214,Camden,A503,PU,529150,184100,Point,-0.139072694964929,51.540977967726725
Feature,7215,Haringey,A504,PU,530000,189220,Point,-0.124930593797238,51.58679507477752
Feature,7216,Barnet,A504,PU,523600,189400,Point,-0.217198479291874,51.589851814099404
Feature,7237,Camden,A5202,PU,529300,184000,Point,-0.136947638761532,51.540044968631776
Feature,7318,Barnet,A598,PU,525000,190400,Point,-0.196643692262669,51.59853025495141
Feature,7470,Barnet,A1000,PU,526330,193000,Point,-0.176515146800836,51.621599769477385
Feature,7472,Waltham Forest,A1006,PU,536000,189200,Point,-0.038384951457941,51.585200312884105
Feature,7473,Haringey,A1010,PU,533900,190400,Point,-0.068220203905362,51.59648650312062
Feature,7518,Barking and Dagenham,A1240,PU,549040,185000,Point,0.147918784342206,51.54416710489905
Feature,7537,Islington,A1200,PU,532300,184000,Point,-0.093714115231198,51.539350307399964
Feature,7538,Islington,A1201,PU,531960,185000,Point,-0.09823911987151,51.54841646092245
Feature,7540,Tower Hamlets,A1205,PU,536630,182000,Point,-0.032092125301964,51.52034701740845
Feature,7549,Croydon,A2022,PU,537200,163900,Point,-0.030890773717934,51.35755493374509
Feature,7557,Southwark,A2205,PU,533160,180000,Point,-0.082831308999579,51.50320193597513
Feature,7558,Lewisham,A2210,PU,537850,176000,Point,-0.016860717990365,51.466133235109154
Feature,7559,Lewisham,A2211,PU,538260,176000,Point,-0.01096200184053,51.466033292159075
Feature,7562,Richmond upon Thames,A3003,PU,520000,175840,Point,-0.273756459915218,51.46875881049491
Feature,7570,Lambeth,A3036,PU,530430,178500,Point,-0.122696406512566,51.4903578362361
Feature,7571,Wandsworth,A3036,PU,528000,175600,Point,-0.158728476751952,51.464850322310504
Feature,7572,Hillingdon,A3044,PR,506000,177830,Point,-0.474637293624366,51.48943934866081
Feature,7598,Southwark,A200,PU,533430,179996,Point,-0.078944993151716,51.50310235981858
Feature,7599,Southwark,A3202,PU,532100,179520,Point,-0.098274378818952,51.49913688542191
Feature,7600,Southwark,A3203,PU,531400,179280,Point,-0.10844250450842,51.497143096308086
Feature,7601,Wandsworth,A3205,PU,527693,176465,Point,-0.162833302736624,51.472693435754
Feature,7603,Westminster,A3212,PU,530200,179300,Point,-0.125712500992334,51.49760027827243
Feature,7604,Kensington and Chelsea,A3220,PU,526700,177380,Point,-0.176795186035743,51.481139722467304
Feature,7605,Wandsworth,A3216,PU,528580,176000,Point,-0.150238110735968,51.468313754893416
Feature,7606,Kensington and Chelsea,A3217,PU,527000,177930,Point,-0.17227958126715,51.486015398491325
Feature,7607,Kensington and Chelsea,A3218,PU,526000,178400,Point,-0.186506767947107,51.4904628747561
Feature,7609,Wandsworth,A3220,PU,527050,177310,Point,-0.171782734648838,51.48043217874965
Feature,7610,Ealing,A4000,PU,520700,181900,Point,-0.26161233106958,51.523074417425185
Feature,7611,Ealing,A4000,PU,519600,180000,Point,-0.27810438123196,51.50623187374094
Feature,7613,Brent,A4005,PU,518000,183600,Point,-0.299942954326614,51.538923514122835
Feature,7618,Hammersmith and Fulham,A4020,PU,523200,180000,Point,-0.226258674263155,51.505459148643695
Feature,7619,Ealing,A4020,PU,515300,180150,Point,-0.339985170481334,51.50847300811701
Feature,7635,Harrow,A4090,PU,513250,188000,Point,-0.366987599028401,51.57944249706253
Feature,7652,Harrow,A4127,PU,515660,186000,Point,-0.332879963453394,51.56097807476955
Feature,7671,Camden,A4200,PU,529970,182300,Point,-0.127918971456484,51.52461365853987
Feature,7672,Westminster,A4201,PU,528800,181700,Point,-0.144993889157924,51.51948936284726
Feature,7715,Islington,A5200,PU,530320,183100,Point,-0.1225809333982,51.53172248452573
Feature,7716,Hackney,A5201,PU,533330,182670,Point,-0.079374231352577,51.52715603608176
Feature,7717,Camden,A5201,PU,531300,182040,Point,-0.108855294471081,51.52196970264655
Feature,7889,Havering,A125,PU,552000,183400,Point,0.189881857934243,51.5290021865351
Feature,7890,Barking and Dagenham,A1153,PU,547200,185000,Point,0.12140354948922,51.544649684959055
Feature,7934,Westminster,A3214,PU,528600,178600,Point,-0.149004404006155,51.49167537811067
Feature,7969,Hillingdon,A3113,PU,504000,175400,Point,-0.504148453091049,51.46796806657061
Feature,8049,Hillingdon,A4125,PU,510004,191753,Point,-0.412638492138495,51.61381695014577
Feature,8064,Hackney,A102,PU,536000,185157,Point,-0.039948378800841,51.54886879947295
Feature,8081,Kensington and Chelsea,A3220,PU,525553,178555,Point,-0.192886807971818,51.49195524197464
Feature,8083,Westminster,A41,PU,527410,182550,Point,-0.16470992201627,51.527443310096466
Feature,8087,Brent,A4089,PU,519000,186160,Point,-0.284665348179217,51.561721857167356
Feature,8090,Hillingdon,A437,PU,507593,183748,Point,-0.449896565152591,51.542331720677225
Feature,8095,Southwark,A2198,PU,533000,179520,Point,-0.085316044006481,51.498926003095185
Feature,8167,Bromley,A233,PU,541540,162000,Point,0.030645299417922,51.3394172190356
Feature,8182,Lambeth,A23,PU,531020,179530,Point,-0.113820876921884,51.49947792308981
Feature,8280,Hillingdon,M4,TM,507489,178674,Point,-0.452942004133559,51.49674470605131
Feature,8281,Kingston upon Thames,A308,PU,518945,169413,Point,-0.291095736109095,51.41121720640126
Feature,8282,Croydon,A232,PU,533000,165435,Point,-0.09060232713711,51.3723478056346
Feature,8284,Tower Hamlets,A1202,PU,534160,180760,Point,-0.068143117087188,51.50979538391908
Feature,8285,Islington,A5203,PU,530453,183299,Point,-0.120590909237938,51.533480158807
Feature,8352,Lewisham,A2,PU,536600,176940,Point,-0.03448173924639,51.47488332493518
Feature,8354,Lambeth,A3205,PU,530300,177820,Point,-0.12481862026773,51.48427672849057
Feature,8357,Wandsworth,A205,PU,528000,175030,Point,-0.158934674682305,51.45972769756186
Feature,8359,Wandsworth,A3220,PU,527500,176700,Point,-0.165525926059709,51.47484888988005
Feature,8375,Lewisham,A205,PU,537800,173760,Point,-0.018452154933291,51.44601601793743
Feature,8376,Newham,A11,PU,538818,184238,Point,0.000305616115812,51.53992485833658
Feature,8380,Southwark,A2205,PU,533270,179600,Point,-0.081398377983307,51.49958138777063
Feature,8438,Camden,A201,PU,530620,182725,Point,-0.118397302981332,51.52828318227835
Feature,8448,Westminster,A4,PU,529610,180500,Point,-0.133766743120982,51.50852000295577
Feature,8467,Brent,A404,PU,521680,183510,Point,-0.246937651521846,51.53733400131893
Feature,8468,Barnet,A406,PU,522751,187380,Point,-0.230153366055572,51.57188306648529
Feature,8469,Camden,A400,PU,529700,181590,Point,-0.132069883366723,51.518295031927
Feature,8470,Croydon,A212,PU,532606,165002,Point,-0.096420961723266,51.36854856588624
Feature,8472,Hammersmith and Fulham,A306,PU,523000,178150,Point,-0.229783308588654,51.48887606864975
Feature,8473,Islington,A103,PU,530000,187610,Point,-0.125526131795573,51.5723264732272
Feature,8475,Hackney,A5201,PU,532929,182545,Point,-0.085198555308659,51.52612717873406
Feature,8476,Kingston upon Thames,A3,PU,522002,167864,Point,-0.247693227882095,51.39664646746059
Feature,8477,Wandsworth,A216,PU,529230,171000,Point,-0.142709725122146,51.42323080249834
Feature,8478,Lambeth,A202,PU,530575,177980,Point,-0.120801216635619,51.485651246167386
Feature,8480,Southwark,A200,PU,533298,180068,Point,-0.080818516627394,51.50378051865183
Feature,8481,Southwark,A2216,PU,533810,175210,Point,-0.075285233492139,51.46000274360786
Feature,8483,Wandsworth,A3031,PU,527673,176587,Point,-0.163077063011546,51.47379436764703
Feature,8486,Greenwich,A206,PU,544763,178919,Point,0.083788124863764,51.49063780774661
Feature,8487,Lewisham,A2209,PU,537352,177001,Point,-0.023636774392574,51.475249558211424
Feature,8488,Lewisham,A20,PU,536650,176840,Point,-0.033800884422011,51.47397262032869
Feature,8489,Tower Hamlets,A13,PU,536100,181139,Point,-0.040058690500139,51.512737622990166
Feature,8492,Brent,A404,PU,522950,182780,Point,-0.228889918126333,51.53049831174582
Feature,8493,Sutton,A2022,PU,528000,161160,Point,-0.163933461011303,51.335075591300516
Feature,8494,Wandsworth,A219,PU,523570,173000,Point,-0.223376431038572,51.442466931594474
Feature,8503,Richmond upon Thames,A312,PU,513374,171800,Point,-0.370402473794373,51.43381219183324
Feature,8506,Islington,A201,PU,531460,182000,Point,-0.106565325411454,51.52157304512665
Feature,8507,Islington,A1201,PU,531000,187250,Point,-0.111238772479518,51.56885998896958
Feature,8509,Hammersmith and Fulham,A40,PU,522002,180961,Point,-0.243179259622255,51.51435573273469
Feature,8511,Southwark,A3,PU,532790,180410,Point,-0.088004844949007,51.5069734418795
Feature,8513,Kingston upon Thames,A309,PU,518000,165430,Point,-0.306000455458346,51.37561577311537
Feature,8515,Harrow,A404,PU,514992,188069,Point,-0.341835728792873,51.57971025169703
Feature,8525,Richmond upon Thames,A3008,PU,514000,169570,Point,-0.36211757825741,51.41364325080679
Feature,8542,Newham,A118,PU,543000,186045,Point,0.061301411049911,51.55511889762741
Feature,8544,Wandsworth,A218,PU,525515,174775,Point,-0.194775722694178,51.457991989237634
Feature,8560,Havering,A124,PU,551712,187469,Point,0.187486529084615,51.56563964179631
Feature,8576,Greenwich,A205,PU,541900,175000,Point,0.041004570344851,51.4561469907623
Feature,8577,Bexley,A223,PR,547500,170420,Point,0.119642652268403,51.413562740371724
Feature,8581,Enfield,A110,PU,537382,195000,Point,-0.016178503266964,51.63698466908035
Feature,8609,Croydon,A23,PU,531240,161680,Point,-0.117257626449747,51.339010793623956
Feature,8618,City of London,A3211,PU,533000,180669,Point,-0.084883106405471,51.509251625920335
Feature,8619,City of London,A300,PU,532400,180700,Point,-0.093512297684254,51.509671011107095
Feature,8639,Kingston upon Thames,A307,PU,518290,169678,Point,-0.30042118448369,51.41373588737479
Feature,8640,Croydon,A213,PU,534230,168560,Point,-0.071761348570973,51.40014212779669
Feature,8641,Harrow,A4005,PU,515000,186825,Point,-0.342127228409848,51.56852783903309
Feature,8644,Bexley,A207,PU,551400,174760,Point,0.177535639803467,51.45153153693912
Feature,8664,Bexley,A221,PU,549130,175330,Point,0.145130825895712,51.45725521613649
Feature,8670,Haringey,A1055,PU,535180,191450,Point,-0.04934719871753,51.605616613458395
Feature,8737,Bromley,A21,PU,540350,169600,Point,0.016571572572929,51.40800775647599
Feature,8754,Tower Hamlets,A1206,PU,538520,178900,Point,-0.006084938056225,51.492029842562914
Feature,9029,Merton,A217,PU,527820,169190,Point,-0.16363037846577,51.407283534624995
Feature,16012,Hillingdon,M4,TM,506000,178400,Point,-0.474466263311314,51.49456277776827
Feature,16069,Islington,A1,PU,531700,184000,Point,-0.102360680998344,51.53949051346643
Feature,16070,Haringey,A1,PU,528870,187800,Point,-0.14175298715418,51.57429319194355
Feature,16090,Lewisham,A2,PU,537400,176900,Point,-0.02298530026552,51.47433029195423
Feature,16100,Southwark,A3,PU,532000,179180,Point,-0.099841302860619,51.496104749232266
Feature,16101,Lambeth,A3,PU,531000,177300,Point,-0.114935760925353,51.47944200719341
Feature,16102,Wandsworth,A3,PU,527200,175050,Point,-0.170436611347264,51.46008763578612
Feature,16104,Kingston upon Thames,A3,PU,519000,165200,Point,-0.291716408874458,51.37334002311317
Feature,16108,Westminster,A4,PU,530400,180700,Point,-0.122315719778933,51.51013575067623
Feature,16110,Hammersmith and Fulham,A4,PU,523300,178400,Point,-0.225377242981599,51.491057622734935
Feature,16111,Hounslow,A4,PU,515000,177200,Point,-0.34526664640159,51.48201978172299
Feature,16112,Hillingdon,A4,PU,508000,176940,Point,-0.446113558216216,51.481061589867316
Feature,16140,Barnet,A5,PU,520050,190570,Point,-0.26801850396447,51.60113402465662
Feature,16142,Westminster,A302,PU,528600,179500,Point,-0.148676670617289,51.49976364107249
Feature,16174,Enfield,A10,PR,534880,199900,Point,-0.050421580016773,51.681622113044114
Feature,16175,Haringey,A10,PU,533600,190400,Point,-0.072548836016255,51.59655768058463
Feature,16176,Hackney,A10,PU,533540,185000,Point,-0.075465580710822,51.54804503636827
Feature,16177,City of London,A10,PU,533300,181600,Point,-0.080210945342612,51.51754749183586
Feature,16185,Redbridge,A104,PU,540460,193180,Point,0.027540912418179,51.61987087466389
Feature,16187,Newham,A11,PU,539200,185050,Point,0.006131274844881,51.54712753661669
Feature,16188,Tower Hamlets,A11,PU,534280,181620,Point,-0.066087613482748,51.5174952933442
Feature,16197,Redbridge,A12,PU,543000,188430,Point,0.062271111759974,51.576549842517515
Feature,16202,Newham,A13,PU,542000,182120,Point,0.045304683501198,51.52010184029588
Feature,16203,Tower Hamlets,A13,PU,536500,181120,Point,-0.034305245481117,51.51247045752582
Feature,16227,Lewisham,A20,PU,539000,175200,Point,-0.000629906628905,51.458663174751024
Feature,16228,Bexley,A20,PU,545000,172050,Point,0.084384871147236,51.42885402060962
Feature,16239,Bromley,A21,PR,547000,162751,Point,0.109286859565932,51.34478095167101
Feature,16250,Lambeth,A23,PU,531160,179300,Point,-0.111890527867451,51.49737852419541
Feature,16252,Croydon,A23,PU,530870,169000,Point,-0.119873080319204,51.40488092718859
Feature,16257,Wandsworth,A24,PU,528800,174000,Point,-0.147800443075001,51.4502897466442
Feature,16258,Merton,A219,PU,525800,170000,Point,-0.192370833091708,51.41501458924792
Feature,16401,Camden,A40,PU,530000,181430,Point,-0.127807497203764,51.516788232348496
Feature,16403,Kensington and Chelsea,A402,PU,525300,180455,Point,-0.195854884342048,51.509086980245804
Feature,16404,Ealing,A40,PU,520600,181621,Point,-0.263148458584361,51.52058825535958
Feature,16405,Hillingdon,A40,PU,510000,184460,Point,-0.414978862533124,51.54826769359256
Feature,16433,Barnet,A41,PU,522440,190000,Point,-0.233725732831315,51.59549722322088
Feature,16434,Camden,A41,PU,526150,185000,Point,-0.181986452180831,51.54974427517157
Feature,16435,Westminster,A41,PU,527750,182000,Point,-0.160010603827053,51.52242372103424
Feature,16613,Southwark,A100,PU,533600,180100,Point,-0.07645774852477,51.50399683410622
Feature,16614,Islington,A103,PU,530800,186200,Point,-0.114513287014792,51.55947037302646
Feature,16616,Hackney,A104,PU,533980,184900,Point,-0.069161722042778,51.54704216866229
Feature,16617,Enfield,A1055,PU,535000,199730,Point,-0.048752591188859,51.68006565558562
Feature,16618,Enfield,A105,PU,531000,192000,Point,-0.109467139516972,51.611546414449656
Feature,16621,Hackney,A107,PU,534860,184000,Point,-0.056822892820182,51.53874493922809
Feature,16622,Haringey,A109,PU,532000,190530,Point,-0.095586295448544,51.598102847852566
Feature,16623,Redbridge,A110,PU,540000,193800,Point,0.02114824549504,51.62555663289413
Feature,16624,Enfield,A110,PU,532000,196700,Point,-0.093262684974006,51.65354941812403
Feature,16625,Enfield,A111,PU,530000,194160,Point,-0.123100181552402,51.63118916265386
Feature,16626,Waltham Forest,A112,PU,537360,193000,Point,-0.017280100775167,51.619017914785296
Feature,16628,Newham,A112,PU,540670,183000,Point,0.02649882939957,51.5283420575787
Feature,16631,Newham,A114,PU,540350,184000,Point,0.02228706879284,51.5374076198242
Feature,16632,Newham,A115,PU,538360,184000,Point,-0.006387784520036,51.537898527546226
Feature,16634,Newham,A117,PU,542740,183000,Point,0.056319570299814,51.52782297736252
Feature,16641,Barking and Dagenham,A123,PU,545000,183860,Point,0.089230296963131,51.53497523444653
Feature,16643,Havering,A125,PU,551000,189100,Point,0.177922352787356,51.580485200629624
Feature,16735,Southwark,A200,PU,535500,179070,Point,-0.049494171206778,51.49428881320225
Feature,16736,Islington,A201,PU,531300,182230,Point,-0.108784542488801,51.523677177883535
Feature,16737,Southwark,A201,PU,531650,180050,Point,-0.10455595981708,51.50400475308395
Feature,16738,Southwark,A202,PU,533000,176700,Point,-0.086377514510956,51.47358365482276
Feature,16740,Lambeth,A204,PU,531230,174000,Point,-0.11284964286824,51.44973223225029
Feature,16741,Greenwich,A205,PU,543300,178000,Point,0.062356792484467,51.48275222003295
Feature,16742,Lewisham,A205,PU,539000,173700,Point,-0.001218834513314,51.44518380611763
Feature,16743,Lambeth,A205,PU,531000,173240,Point,-0.116438814598375,51.44295542734505
Feature,16744,Richmond upon Thames,A205,PU,520000,175330,Point,-0.273929457607714,51.464175125873055
